username,anime_id,my_watched_episodes,my_start_date,my_finish_date,my_score,my_status,my_rewatching,my_rewatching_ep,my_last_updated,my_tags
MistButterfly,3031,1,0000-00-00,0000-00-00,5,2,0.0,0,1387584511,
ShinyShinigami,3032,0,0000-00-00,0000-00-00,0,6,0.0,0,1429553180,
ShinyShinigami,3033,1,0000-00-00,0000-00-00,7,2,0.0,0,1429553184,Another world
migadbr,3036,0,0000-00-00,0000-00-00,0,6,0.0,0,1454196807,
MistButterfly,3038,1,0000-00-00,0000-00-00,3,2,0.0,0,1438875848,
Rukawa,3044,52,0000-00-00,0000-00-00,7,2,0.0,0,1201725562,
Lithuelle,3054,39,0000-00-00,0000-00-00,6,2,0.0,0,0,
MistButterfly,3067,1,0000-00-00,0000-00-00,5,2,0.0,0,1493823192,
Areq,3069,1,2007-03-15,2007-03-15,7,2,,0,1402528945,Story: 7 Art: 7 Sound: 8 Character: 8 Enjoyment: 7
anime_fan_800,3070,1,2008-09-24,2008-09-24,0,2,0.0,0,1222290367,
Areq,3071,1,2006-11-26,2006-11-26,5,2,,0,1402528996,Story: 6 Art: 5 Sound: 5 Character: 6 Enjoyment: 5
Areq,3072,1,2006-11-26,2006-11-26,4,2,,0,1402528883,Story: 2 Art: 6 Sound: 6 Character: 3 Enjoyment: 3
MistButterfly,3076,3,0000-00-00,0000-00-00,6,2,0.0,0,1390085773,
MistButterfly,3080,1,0000-00-00,0000-00-00,4,2,0.0,0,1440780095,
Xinil,3090,0,0000-00-00,0000-00-00,0,6,0.0,0,0,
ecoute,3098,0,0000-00-00,0000-00-00,0,6,0.0,0,1516799972,
MistButterfly,3101,51,0000-00-00,0000-00-00,4,2,0.0,0,1373278003,
ProperBritish,3121,1,0000-00-00,2010-05-24,7,2,0.0,0,1274696099,
ecoute,3135,0,0000-00-00,0000-00-00,0,6,0.0,0,1516835403,
ecoute,3183,0,0000-00-00,0000-00-00,0,6,0.0,0,1516818944,
trinicanh,3193,52,0000-00-00,0000-00-00,0,2,,0,1370455092,
BigBman1988,3201,0,0000-00-00,0000-00-00,0,6,0.0,0,1344158299,
Noontide,3203,1,2015-08-08,2015-08-08,0,2,,0,1439051279,90s
MistButterfly,3220,1,0000-00-00,0000-00-00,5,2,0.0,0,1413382452,
kioniel,3221,1,0000-00-00,0000-00-00,6,2,,0,1256645013,
MistButterfly,3222,1,0000-00-00,0000-00-00,5,2,0.0,0,1391526303,
MistButterfly,3223,1,0000-00-00,0000-00-00,5,2,0.0,0,1391526292,
ProperBritish,3225,13,0000-00-00,2013-06-20,6,2,0.0,0,1371760381,
MistButterfly,3226,0,0000-00-00,0000-00-00,0,6,0.0,0,1457617386,
Xinil,3229,6,0000-00-00,0000-00-00,6,4,0.0,0,1203623897,"ecchi, comedy"
anime_fan_800,3234,0,0000-00-00,0000-00-00,0,6,0.0,0,1243128490,
DestradoTehRei,3256,12,0000-00-00,0000-00-00,0,2,,0,1359765801,
MistButterfly,3265,3,0000-00-00,0000-00-00,5,2,0.0,0,1406318725,
Gogeta_Animeka,3267,4,0000-00-00,0000-00-00,8,2,0.0,0,1205798903,
scootarski,3268,0,0000-00-00,0000-00-00,0,6,0.0,0,1205109453,
xTheFallenx,3269,1,0000-00-00,0000-00-00,9,2,,0,1284154722,
MistButterfly,3270,13,0000-00-00,0000-00-00,5,2,0.0,0,1497801235,
Rukawa,3272,104,0000-00-00,0000-00-00,7,3,0.0,0,1201727097,
Jiruga0005,3273,0,0000-00-00,0000-00-00,0,6,0.0,0,1258357858,
Jiruga0005,3274,0,0000-00-00,0000-00-00,0,6,0.0,0,1258357875,
Jiruga0005,3275,0,0000-00-00,0000-00-00,0,6,0.0,0,1258357892,
Jiruga0005,3276,0,0000-00-00,0000-00-00,0,6,0.0,0,1258357916,
Jiruga0005,3277,0,0000-00-00,0000-00-00,0,6,0.0,0,1258967351,
Jiruga0005,3278,0,0000-00-00,0000-00-00,0,6,0.0,0,1258967403,
Jiruga0005,3279,0,0000-00-00,0000-00-00,0,6,0.0,0,1258967409,
Jiruga0005,3280,0,0000-00-00,0000-00-00,0,6,0.0,0,1258967362,
Jiruga0005,3281,0,0000-00-00,0000-00-00,0,6,0.0,0,1258967396,
MistButterfly,3287,1,0000-00-00,0000-00-00,1,2,0.0,0,1441649696,
darkpetr,3295,0,0000-00-00,0000-00-00,0,4,0.0,0,1233355667,
MistButterfly,3297,13,0000-00-00,0000-00-00,7,2,0.0,0,1428513573,
MistButterfly,3298,10,0000-00-00,0000-00-00,6,2,0.0,0,1412593331,
ecoute,3305,0,0000-00-00,0000-00-00,0,6,0.0,0,1516798073,
MistButterfly,3312,74,0000-00-00,0000-00-00,6,2,0.0,0,1379780524,
ecoute,3329,0,0000-00-00,0000-00-00,0,6,0.0,0,1516823149,
ButterflyBoi,3332,0,0000-00-00,0000-00-00,0,6,0.0,0,1422530152,Comedy
MistButterfly,3349,24,0000-00-00,0000-00-00,5,2,0.0,0,1367178580,
MistButterfly,3352,1,0000-00-00,0000-00-00,6,2,0.0,0,1460490799,
MistButterfly,3366,26,0000-00-00,0000-00-00,5,2,0.0,0,1438675820,
canc,3372,0,0000-00-00,0000-00-00,0,6,0.0,0,1309450433,
MistButterfly,3381,10,0000-00-00,0000-00-00,5,2,0.0,0,1412964204,
MistButterfly,3389,3,0000-00-00,0000-00-00,6,2,0.0,0,1384017742,
MistButterfly,3392,1,0000-00-00,0000-00-00,6,2,0.0,0,1378755179,
MistButterfly,3394,1,0000-00-00,0000-00-00,5,2,0.0,0,1493233498,
ecoute,3398,0,0000-00-00,0000-00-00,0,6,0.0,0,1516803880,
ecoute,3399,0,0000-00-00,0000-00-00,0,6,0.0,0,1516746699,
MistButterfly,3401,3,0000-00-00,0000-00-00,5,2,0.0,0,1392809775,
jukugo,3417,4,0000-00-00,2009-08-02,2,2,0.0,0,1249273101,
MistButterfly,3429,1,0000-00-00,0000-00-00,4,2,0.0,0,1433233497,
MistButterfly,3430,2,0000-00-00,0000-00-00,4,2,0.0,0,1433233438,
Rukawa,3432,0,0000-00-00,0000-00-00,0,6,0.0,0,1334625445,
Rukawa,3436,127,0000-00-00,0000-00-00,8,2,0.0,0,1249434670,
Rukawa,3438,49,0000-00-00,0000-00-00,4,2,0.0,0,1201727442,
MistButterfly,3447,1,0000-00-00,0000-00-00,5,2,0.0,0,1446557042,
Raian-kun,3451,0,0000-00-00,0000-00-00,0,6,0.0,0,1282834830,
Rukawa,3460,26,0000-00-00,0000-00-00,6,2,0.0,0,1249434174,
Rukawa,3462,1,0000-00-00,0000-00-00,6,2,0.0,0,1201727194,
Eiennoousama,3465,0,0000-00-00,0000-00-00,0,6,0.0,0,1281640823,
MistButterfly,3466,1,0000-00-00,0000-00-00,6,2,0.0,0,1403430137,
Aria-da-Capo,3475,1,0000-00-00,0000-00-00,0,2,0.0,0,1424005683,
ecoute,3480,0,0000-00-00,0000-00-00,0,6,0.0,0,1516803811,
Shueisha,3481,1,2013-10-21,2013-10-21,6,2,0.0,0,1382355348,
MistButterfly,3484,1,0000-00-00,0000-00-00,5,2,0.0,0,1433533770,
MistButterfly,3485,26,0000-00-00,0000-00-00,5,2,0.0,0,1446557073,
xTheFallenx,3493,21,0000-00-00,0000-00-00,7,2,0.0,0,1336055687,
AnimeKami,3499,5,0000-00-00,0000-00-00,0,2,,0,1419363124,757 anime 
MistButterfly,3506,1,0000-00-00,0000-00-00,5,2,0.0,0,1471207712,
MistButterfly,3515,6,0000-00-00,0000-00-00,6,2,0.0,0,1437234923,
Froschfan,3518,0,0000-00-00,0000-00-00,0,6,0.0,0,1234393120,
Raian-kun,3571,0,0000-00-00,0000-00-00,0,6,0.0,0,1261871301,
ShinyShinigami,3576,49,0000-00-00,0000-00-00,5,2,0.0,0,1515394998,
Rukawa,3579,2,0000-00-00,0000-00-00,0,1,0.0,0,1368476066,
Boogiepop1989,3596,1,0000-00-00,0000-00-00,8,2,0.0,0,1513566914,
Aria-da-Capo,3597,1,0000-00-00,0000-00-00,0,2,0.0,0,1450218131,
Arjman89,3600,3,0000-00-00,0000-00-00,7,2,0.0,0,1486645517,
HellBoy,3602,0,0000-00-00,0000-00-00,0,6,0.0,0,1217726020,
MistButterfly,3603,1,0000-00-00,0000-00-00,6,2,0.0,0,1411422793,
Rukawa,3619,39,0000-00-00,0000-00-00,5,2,0.0,0,1267118707,
MistButterfly,3626,4,0000-00-00,0000-00-00,6,2,0.0,0,1433501376,
Sakurei,3641,0,0000-00-00,0000-00-00,0,6,0.0,0,1295748992,
xTheFallenx,3654,12,0000-00-00,0000-00-00,8,2,0.0,0,1276449945,
Rukawa,3660,25,0000-00-00,0000-00-00,7,2,0.0,0,1267118577,
MistButterfly,3665,28,0000-00-00,0000-00-00,7,2,0.0,0,1437322220,
Slimak,3667,2,0000-00-00,0000-00-00,0,6,0.0,0,1343824370,
Akihara,3669,1,0000-00-00,0000-00-00,7,2,0.0,0,1270122516,
ihasabucket,3670,25,0000-00-00,0000-00-00,8,2,0.0,0,1193530617,
MistButterfly,3673,0,0000-00-00,0000-00-00,0,6,0.0,0,1459366815,
MistButterfly,3674,0,0000-00-00,0000-00-00,0,6,0.0,0,1391554625,
ecoute,3676,0,0000-00-00,0000-00-00,0,6,0.0,0,1516806700,
Lithuelle,3692,0,0000-00-00,0000-00-00,0,6,0.0,0,1370773928,
MistButterfly,3713,26,0000-00-00,0000-00-00,7,2,0.0,0,1410730892,
ecoute,3735,0,0000-00-00,0000-00-00,0,6,0.0,0,1516799757,
Jiruga0005,3744,0,0000-00-00,0000-00-00,0,6,0.0,0,1255138046,
Jiruga0005,3745,0,0000-00-00,0000-00-00,0,6,0.0,0,1255138074,
MistButterfly,3750,13,0000-00-00,0000-00-00,6,2,0.0,0,1428238035,
AHuMex,3752,1,0000-00-00,0000-00-00,10,2,0.0,0,1238667382,
Gogeta_Animeka,3765,39,0000-00-00,0000-00-00,7,2,0.0,0,1205804079,
ShinyShinigami,3772,25,0000-00-00,0000-00-00,7,2,0.0,0,1515395021,
MistButterfly,3785,1,0000-00-00,0000-00-00,7,2,0.0,0,1420760850,
ecoute,3787,0,0000-00-00,0000-00-00,0,6,0.0,0,1516749396,
MistButterfly,3791,1,0000-00-00,0000-00-00,5,2,0.0,0,1397066908,
MistButterfly,3805,2,0000-00-00,0000-00-00,4,2,0.0,0,1435241285,
Rukawa,3837,45,0000-00-00,0000-00-00,8,2,,0,1267201290,
MistButterfly,3841,104,0000-00-00,0000-00-00,7,2,0.0,0,1379880414,
Jiruga0005,3853,0,0000-00-00,0000-00-00,0,6,0.0,0,1255138037,
MistButterfly,3861,5,0000-00-00,0000-00-00,5,2,0.0,0,1373277595,
Fangel,3864,4,2010-10-02,2010-10-02,8,2,0.0,0,1286035256,
MistButterfly,3868,1,0000-00-00,0000-00-00,6,2,0.0,0,1452904927,
HalloweeNx31,3898,0,0000-00-00,0000-00-00,0,6,0.0,0,1385901981,
Yagami-san,3909,0,0000-00-00,0000-00-00,0,6,,0,1269748165,
MistButterfly,3914,1,0000-00-00,0000-00-00,5,2,0.0,0,1413382468,
Rukawa,3915,2,0000-00-00,0000-00-00,0,6,,0,1249433913,
MistButterfly,3948,3,0000-00-00,0000-00-00,4,2,0.0,0,1466443011,
MistButterfly,3958,13,0000-00-00,0000-00-00,5,2,0.0,0,1461178659,
MistButterfly,3963,1,0000-00-00,0000-00-00,4,2,0.0,0,1433501706,
MistButterfly,3964,1,0000-00-00,0000-00-00,4,2,0.0,0,1433501715,
MistButterfly,3965,1,0000-00-00,0000-00-00,5,2,0.0,0,1403430428,
wizarda,3969,0,0000-00-00,0000-00-00,0,6,0.0,0,1276118046,
canc,3973,0,0000-00-00,0000-00-00,0,6,0.0,0,1318939376,
Kishon,3977,0,0000-00-00,0000-00-00,0,6,0.0,0,1245571147,
Shirt,3991,6,0000-00-00,0000-00-00,9,2,0.0,0,1373197047,
ecoute,4003,0,0000-00-00,0000-00-00,0,6,0.0,0,1516823074,
MistButterfly,4026,1,0000-00-00,0000-00-00,5,2,0.0,0,1469986211,
MistButterfly,4028,13,0000-00-00,0000-00-00,6,2,0.0,0,1368798417,
MistButterfly,4053,7,0000-00-00,0000-00-00,8,2,0.0,0,1366990342,
ecoute,4056,12,2016-09-26,2016-09-26,7,2,0.0,0,1474908677,
Dinamet7,4062,0,0000-00-00,0000-00-00,0,6,0.0,0,1324356590,
MistButterfly,4070,1,0000-00-00,0000-00-00,4,2,0.0,0,1442771440,
MistButterfly,4071,2,0000-00-00,0000-00-00,5,2,0.0,0,1442771433,
MistButterfly,4078,1,0000-00-00,0000-00-00,4,2,0.0,0,1437989369,
MistButterfly,4106,1,0000-00-00,0000-00-00,8,2,0.0,0,1381646457,
Punkero,4126,1,2016-08-13,2016-08-13,5,2,0.0,0,1471135046,
MistButterfly,4130,24,0000-00-00,0000-00-00,4,2,0.0,0,1420760649,
ecoute,4138,0,0000-00-00,0000-00-00,0,6,0.0,0,1516809151,
Areq,4154,52,1996-04-04,1997-12-16,5,2,,0,1408814612,Story: 4 Art: 6 Sound: 6 Character: 5 Enjoyment: 5
Sakurei,4166,2,0000-00-00,0000-00-00,3,2,0.0,0,1236807030,
MistButterfly,4188,3,0000-00-00,0000-00-00,5,2,0.0,0,1466443019,
ProperBritish,4195,3,0000-00-00,2010-08-03,8,2,0.0,0,1280881477,
Saito23,4197,0,0000-00-00,0000-00-00,0,1,0.0,0,0,
Raian-kun,4198,0,0000-00-00,0000-00-00,0,6,0.0,0,1282833476,
Rukawa,4199,30,0000-00-00,0000-00-00,6,2,0.0,0,1249434780,
MistButterfly,4200,10,0000-00-00,0000-00-00,5,2,0.0,0,1437325667,
ANW,4208,51,0000-00-00,0000-00-00,10,2,,0,1218917712,"Mecha, Action"
MistButterfly,4232,3,0000-00-00,0000-00-00,5,2,0.0,0,1433501173,
MistButterfly,4282,1,0000-00-00,0000-00-00,8,2,0.0,0,1481391010,
Rukawa,4312,1,0000-00-00,0000-00-00,8,2,0.0,0,1272301088,
MistButterfly,4320,1,0000-00-00,0000-00-00,5,2,0.0,0,1522785292,
migadbr,4331,4,0000-00-00,0000-00-00,4,4,0.0,0,1333226958,
DestradoTehRei,4385,1,0000-00-00,0000-00-00,0,2,0.0,0,1367780472,
DestradoTehRei,4386,0,0000-00-00,0000-00-00,0,6,,0,1367780552,
HalloweeNx31,4387,0,0000-00-00,0000-00-00,0,6,0.0,0,1385901736,
DestradoTehRei,4406,1,0000-00-00,0000-00-00,0,2,,0,1388065503,
Gokaired,4427,35,0000-00-00,0000-00-00,8,2,0.0,0,1301055629,
Akihara,4443,52,0000-00-00,0000-00-00,6,2,0.0,0,1367136477,
Lesach,4444,12,0000-00-00,0000-00-00,0,2,0.0,0,1285599572,
MistButterfly,4454,1,0000-00-00,0000-00-00,6,2,0.0,0,1427032722,
Arl-,4469,1,0000-00-00,0000-00-00,9,2,0.0,0,1344551943,
canc,4470,0,0000-00-00,0000-00-00,0,6,0.0,0,1318939257,
Aria-da-Capo,4475,1,0000-00-00,0000-00-00,0,2,0.0,0,1422714652,
gaogaoguy,4486,0,0000-00-00,0000-00-00,0,6,0.0,0,1314286753,
ihasabucket,4503,23,0000-00-00,0000-00-00,5,2,0.0,0,1193530597,
Boogiepop1989,4524,1,0000-00-00,0000-00-00,8,2,0.0,0,1513622853,
MistButterfly,4535,7,0000-00-00,0000-00-00,4,2,0.0,0,1437994405,
AngelsArcanum,4536,0,0000-00-00,0000-00-00,0,6,0.0,0,1440409652,
MistButterfly,4540,1,0000-00-00,0000-00-00,4,2,0.0,0,1433500981,
Slimak,4549,13,0000-00-00,2012-06-22,7,2,,0,1340366139,
ihasabucket,4550,13,0000-00-00,2009-01-21,0,2,0.0,0,1232608813,
ecoute,4563,0,0000-00-00,0000-00-00,0,6,0.0,0,1516806262,
Ashaman,4567,1,0000-00-00,0000-00-00,2,2,0.0,0,1221362265,
ecoute,4578,0,0000-00-00,0000-00-00,0,6,0.0,0,1516829502,
Northen_Lights,4584,21,0000-00-00,1998-00-00,8,2,,0,1348415607,
ShoujoSweets,4586,26,0000-00-00,0000-00-00,7,2,0.0,0,1416898854,
MistButterfly,4596,1,0000-00-00,0000-00-00,7,2,0.0,0,1379698834,
Rukawa,4614,22,0000-00-00,0000-00-00,7,2,0.0,0,1249434806,
MistButterfly,4618,12,0000-00-00,0000-00-00,5,2,0.0,0,1437923436,
MistButterfly,4650,1,0000-00-00,0000-00-00,5,2,0.0,0,1436196858,
xTheFallenx,4657,0,0000-00-00,0000-00-00,0,6,0.0,0,1300107859,
OkazukiIchigo,4667,51,0000-00-00,0000-00-00,0,2,0.0,0,1223697248,
MistButterfly,4672,1,0000-00-00,0000-00-00,8,2,0.0,0,1385907958,
ShinyShinigami,4690,0,0000-00-00,0000-00-00,0,6,0.0,0,1454023133,
Northen_Lights,4698,2,0000-00-00,0000-00-00,6,2,0.0,0,1453572927,
ShinyShinigami,4712,0,0000-00-00,0000-00-00,0,6,0.0,0,1429553178,
crazyspinz,4718,1,0000-00-00,0000-00-00,5,2,0.0,0,1282236692,
MistButterfly,4772,1,0000-00-00,0000-00-00,6,2,0.0,0,1465151216,
ProperBritish,4786,1,0000-00-00,2010-08-03,6,2,0.0,0,1280860670,
MistButterfly,4792,1,0000-00-00,0000-00-00,4,2,0.0,0,1469985734,
MistButterfly,4793,1,0000-00-00,0000-00-00,4,2,0.0,0,1469985747,
MistButterfly,4794,1,0000-00-00,0000-00-00,4,2,0.0,0,1469985761,
MistButterfly,4795,1,0000-00-00,0000-00-00,4,2,0.0,0,1469985770,
MistButterfly,4798,1,0000-00-00,0000-00-00,5,2,0.0,0,1458755387,
Sakurei,4804,2,0000-00-00,2009-10-31,3,2,0.0,0,1257003186,
Rukawa,4807,26,0000-00-00,0000-00-00,7,3,0.0,0,1334625472,
ecoute,4808,0,0000-00-00,0000-00-00,0,6,0.0,0,1516825957,
Rukawa,4810,13,0000-00-00,0000-00-00,8,3,,0,1368476215,
ButterflyBoi,4849,0,0000-00-00,0000-00-00,0,6,,0,1416584776,Hentai
MistButterfly,4851,1,0000-00-00,0000-00-00,5,2,0.0,0,1522785302,
MistButterfly,4874,2,0000-00-00,0000-00-00,4,2,0.0,0,1469985786,
MistButterfly,4886,1,0000-00-00,0000-00-00,5,2,0.0,0,1428836782,
MistButterfly,4890,1,0000-00-00,0000-00-00,5,2,0.0,0,1471207948,
Slimak,4901,1,0000-00-00,0000-00-00,0,1,0.0,0,1334657334,
MistButterfly,4903,13,0000-00-00,0000-00-00,5,2,0.0,0,1437989322,
Gokaired,4905,26,0000-00-00,0000-00-00,7,2,0.0,0,1301024933,
MistButterfly,4910,1,0000-00-00,0000-00-00,4,2,0.0,0,1469986118,
Gokaired,4928,10,0000-00-00,0000-00-00,8,3,0.0,0,1301055887,
ecoute,4934,0,0000-00-00,0000-00-00,0,6,0.0,0,1516797727,
MistButterfly,4939,20,0000-00-00,0000-00-00,4,2,0.0,0,1427032729,
Northen_Lights,4961,2,0000-00-00,0000-00-00,8,2,0.0,0,1388268126,
Aria-da-Capo,4966,1,0000-00-00,0000-00-00,0,2,0.0,0,1424008339,
Slimak,4970,0,0000-00-00,0000-00-00,0,6,0.0,0,1452632131,
Akihara,4985,1,0000-00-00,0000-00-00,8,2,0.0,0,1333290283,
VOLK_TE37,5002,0,0000-00-00,0000-00-00,0,6,0.0,0,1437352169,
AHuMex,5006,1,0000-00-00,0000-00-00,8,2,0.0,0,1238667452,
sanpatsu,5013,1,0000-00-00,0000-00-00,0,2,0.0,0,1389917712,
MistButterfly,5016,14,0000-00-00,0000-00-00,5,2,0.0,0,1413382539,
anime_fan_800,5020,0,0000-00-00,0000-00-00,0,6,0.0,0,1225600696,
ShinyShinigami,5027,25,0000-00-00,0000-00-00,5,2,0.0,0,1429552314,
MistButterfly,5028,0,0000-00-00,0000-00-00,0,6,0.0,0,1457617367,
MistButterfly,5029,0,0000-00-00,0000-00-00,0,6,0.0,0,1457617414,
MistButterfly,5037,3,0000-00-00,0000-00-00,5,2,0.0,0,1414954729,
Slimak,5039,12,0000-00-00,2011-11-24,7,2,0.0,0,1322159615,
MistButterfly,5040,0,0000-00-00,0000-00-00,0,3,0.0,0,1371412856,
BakeruLycoris,5070,43,0000-00-00,0000-00-00,5,2,0.0,0,1336912225,
Brightless,5082,3,2011-08-17,0000-00-00,6,4,,0,1313809103,shounen
MistButterfly,5116,1,0000-00-00,0000-00-00,4,2,0.0,0,1437994456,
ecoute,5133,0,0000-00-00,0000-00-00,0,6,0.0,0,1516837822,
ihasabucket,5141,3,0000-00-00,0000-00-00,0,3,,0,1248425202,
anime_fan_800,5147,0,0000-00-00,0000-00-00,0,6,0.0,0,1224213827,
MistButterfly,5152,1,0000-00-00,0000-00-00,5,2,0.0,0,1379780366,
ProperBritish,5162,13,0000-00-00,2013-06-26,7,2,0.0,0,1372274103,
ninjadante,5164,1,0000-00-00,0000-00-00,10,2,0.0,0,1271755131,
ninjadante,5165,1,0000-00-00,0000-00-00,10,2,0.0,0,1271755087,
MistButterfly,5168,1,0000-00-00,0000-00-00,5,2,0.0,0,1389887729,
MistButterfly,5196,7,0000-00-00,0000-00-00,5,2,0.0,0,1465151209,
MistButterfly,5199,2,0000-00-00,0000-00-00,4,2,0.0,0,1418392457,
Duke_On_Tree,5200,39,0000-00-00,0000-00-00,7,2,,0,1411299206,
Aria-da-Capo,5225,1,0000-00-00,0000-00-00,0,2,,0,1430034215,
MistButterfly,5233,13,0000-00-00,0000-00-00,6,2,0.0,0,1368798424,
rodolfoemiliano,5237,1,0000-00-00,0000-00-00,6,2,0.0,0,1508108060,
Punkero,5241,0,0000-00-00,0000-00-00,0,6,0.0,0,1509711351,
MistButterfly,5244,1,0000-00-00,0000-00-00,5,2,0.0,0,1418574505,
ecoute,5246,0,0000-00-00,0000-00-00,0,6,0.0,0,1516801520,
MistButterfly,5252,1,0000-00-00,0000-00-00,6,2,0.0,0,1438933282,
MistButterfly,5258,0,0000-00-00,0000-00-00,0,6,0.0,0,1429026626,
Echelon,5266,1,0000-00-00,0000-00-00,8,2,0.0,0,1357092290,
Pullman,5267,0,0000-00-00,0000-00-00,0,6,0.0,0,1329790243,low
Sakurei,5279,1,0000-00-00,0000-00-00,2,2,0.0,0,1265513888,
anime-jesus,5289,0,0000-00-00,0000-00-00,0,6,0.0,0,1330012939,
Rukawa,5290,1,0000-00-00,0000-00-00,7,2,0.0,0,1295548861,
Starwin,5291,1,0000-00-00,0000-00-00,8,2,0.0,0,1252529951,
PrincessSerenity,5292,50,0000-00-00,0000-00-00,0,2,0.0,0,1487715835,
MistButterfly,5300,13,0000-00-00,0000-00-00,10,2,0.0,0,1366921229,
Sakurei,5305,1,0000-00-00,2009-06-20,4,2,0.0,0,1245508313,
LyannaStark,5307,0,0000-00-00,0000-00-00,0,6,0.0,0,1255195589,
MistButterfly,5310,1,0000-00-00,0000-00-00,7,2,0.0,0,1427032739,
Ryosei_Hime,5330,0,0000-00-00,0000-00-00,0,6,0.0,0,1496398603,
Sakurei,5333,6,0000-00-00,0000-00-00,5,2,0.0,0,1236805216,
zZKinhoZz,5337,52,0000-00-00,0000-00-00,3,2,0.0,0,1517937969,Eu assistir esse anime dnv e... digamos que acho que só gostava porque era criança
dan_sagara,5344,20,0000-00-00,0000-00-00,8,2,0.0,0,1239364717,
Slimak,5356,10,0000-00-00,0000-00-00,0,1,0.0,0,1327411915,
MistButterfly,5415,1,0000-00-00,0000-00-00,5,2,0.0,0,1412537560,
ecoute,5449,0,0000-00-00,0000-00-00,0,6,0.0,0,1516835324,
MistButterfly,5466,1,0000-00-00,0000-00-00,4,2,0.0,0,1438515185,
dan_sagara,5475,26,0000-00-00,0000-00-00,9,2,0.0,0,1239364698,
canc,5478,0,0000-00-00,0000-00-00,0,6,0.0,0,1309519549,
Rukawa,5485,4,0000-00-00,0000-00-00,7,3,,0,1275603792,
MistButterfly,5493,1,0000-00-00,0000-00-00,7,2,0.0,0,1436354152,
MistButterfly,5504,12,0000-00-00,0000-00-00,5,2,0.0,0,1460999710,
HalloweeNx31,5515,0,0000-00-00,0000-00-00,0,6,0.0,0,1385892672,
MistButterfly,5526,1,0000-00-00,0000-00-00,5,2,0.0,0,1381603342,
MistButterfly,5529,1,0000-00-00,0000-00-00,4,2,0.0,0,1469986124,
Aria-da-Capo,5583,1,0000-00-00,0000-00-00,0,2,0.0,0,1449863776,
Lost__Wisdom,5629,4,2015-07-09,2015-07-10,8,2,,0,1436551761,
Nightwister,5640,1,0000-00-00,0000-00-00,7,2,0.0,0,1333564762,
MistButterfly,5656,1,0000-00-00,0000-00-00,4,2,0.0,0,1440444754,
Raian-kun,5658,0,0000-00-00,0000-00-00,0,6,0.0,0,1282833074,
ShinyShinigami,5670,0,0000-00-00,0000-00-00,0,6,0.0,0,1460251839,
xTheFallenx,5684,0,0000-00-00,0000-00-00,0,6,0.0,0,1309478040,
MistButterfly,5691,1,0000-00-00,0000-00-00,5,2,0.0,0,1436881053,
Rukawa,5710,1,0000-00-00,0000-00-00,5,2,0.0,0,1295548834,
pim,5712,26,0000-00-00,0000-00-00,0,2,0.0,0,1240777226,
ProperBritish,5713,0,0000-00-00,0000-00-00,0,6,,0,1372274219,
jukugo,5715,1,0000-00-00,0000-00-00,1,2,0.0,0,1239338125,
The_Lordian,5725,0,0000-00-00,0000-00-00,0,3,0.0,0,1499050289,
MistButterfly,5751,4,0000-00-00,0000-00-00,8,2,0.0,0,1366990349,
mewtwo21,5763,0,0000-00-00,0000-00-00,0,6,0.0,0,1477461280,
KyousukeLove,5783,0,0000-00-00,0000-00-00,0,6,0.0,0,1331295932,
MistButterfly,5802,1,0000-00-00,0000-00-00,5,2,0.0,0,1408387677,
Aria-da-Capo,5812,1,0000-00-00,0000-00-00,0,2,0.0,0,1426328598,
Aria-da-Capo,5814,1,0000-00-00,0000-00-00,0,2,0.0,0,1425065993,
MistButterfly,5819,1,0000-00-00,0000-00-00,4,2,0.0,0,1407857208,
MistButterfly,5834,0,0000-00-00,0000-00-00,0,6,0.0,0,1492351133,
MistButterfly,5844,1,0000-00-00,0000-00-00,4,2,0.0,0,1469986129,
MistButterfly,5845,1,0000-00-00,0000-00-00,4,2,0.0,0,1469986134,
MistButterfly,5859,1,0000-00-00,0000-00-00,5,2,0.0,0,1391526280,
ecoute,5865,1,2015-10-13,2015-10-13,6,2,0.0,0,1444771002,
Aria-da-Capo,5869,1,0000-00-00,0000-00-00,0,2,0.0,0,1425065456,
RumpPlug,5877,10,0000-00-00,0000-00-00,10,2,0.0,0,1524059288,this is pure art
Northen_Lights,5895,0,0000-00-00,0000-00-00,0,6,0.0,0,1378456040,
MistButterfly,5900,1,0000-00-00,0000-00-00,5,2,0.0,0,1433533495,
MistButterfly,5918,1,0000-00-00,0000-00-00,5,2,0.0,0,1431791869,
canc,5925,0,0000-00-00,0000-00-00,0,6,0.0,0,1309449492,
Raian-kun,5953,0,0000-00-00,0000-00-00,0,6,0.0,0,1412443714,
MistButterfly,5957,13,0000-00-00,0000-00-00,4,2,0.0,0,1418998781,
SenpajBiju,5962,51,0000-00-00,0000-00-00,9,2,0.0,0,1473550934,
Jiruga0005,5967,0,0000-00-00,0000-00-00,0,6,0.0,0,1258966272,
Jiruga0005,5968,0,0000-00-00,0000-00-00,0,6,0.0,0,1258966282,
Rukawa,5994,10,0000-00-00,0000-00-00,8,2,0.0,0,1234737095,
MistButterfly,5996,1,0000-00-00,0000-00-00,6,2,0.0,0,1366990495,
MistButterfly,6024,104,0000-00-00,0000-00-00,7,2,0.0,0,1379880419,
Areq,6028,1,2005-02-19,2005-02-19,4,2,,0,1402165604,Story: 2 Art: 4 Sound: 5 Character: 6 Enjoyment: 5
